7889,7,いっとうしょう,一等賞,競技などの１番の人に与えられる賞。,名詞
7890,7,いっぽをゆずる,一歩を譲る,能力などが、すこしおとる。,名詞
7891,7,いっぽんしめじ,一本占地,毒キノコの一種。雑木林に生える。,名詞
7892,7,いっぽんぜおい,一本背負い,相撲の決まり手の一つ。,名詞
7893,7,いっぽんどっこ,一本独鈷,博多織の一種。,名詞
7894,7,いっぽんまいる,一本参る,降参させる。降参する。,名詞
7895,7,いとうひろぶみ,伊藤博文,日本の初代総理大臣。,名詞
7896,7,いとこんにゃく,糸蒟蒻,細長い、糸状のこんにゃく。,名詞
7897,7,いとごんにゃく,糸蒟蒻,細長い、糸状のこんにゃく。,名詞
7898,7,いなりじんじゃ,稲荷神社,京都市伏見区にある神社。,名詞
7899,7,イニシアティブ,initiative,主導権。,名詞
7900,7,いぬざんしょう,犬山椒,ミカン科の落葉低木。山野に生える。,名詞
7901,7,いぬやまじょう,犬山城,愛知県犬山市にある城。,名詞
7902,7,いのうただたか,伊能忠敬,江戸時代の地理学者。日本地図を作成。,名詞
7903,7,いふうどうどう,威風堂堂,威厳があり、堂々としているさま。,形容動詞
7904,7,いぶりだされる,燻り出される,煙を立てられ、追い出される。,動詞
7905,7,いぶりしちょう,胆振支庁,北海道の支庁の一つ。,名詞
7906,7,いぼたろうむし,水蝋樹蝋虫,カイガラムシの一種。ろうを分泌する。,名詞
7907,7,いまさららしい,今更らしい,今、初めて知ったという感じである。,形容詞
7908,7,いまさららしさ,今更らしさ,今、初めて知ったという感じであること。,形容詞
7909,7,いまのいままで,今の今迄,今、この時まで。現在まで。,副詞
7910,7,いみしんちょう,意味深長,深い意味をもっているさま。,名詞
7911,7,いやみたらしい,嫌みたらしい,いかにも、いやな感じである。,形容詞
7912,7,いやみたらしさ,嫌みたらしさ,いかにも、いやな感じである。,形容詞
7913,7,いりおもてじま,西表島,沖縄県の島。八重山列島に属する。,名詞
7914,7,イリノイしゅう,―州,アメリカ中部の州。,特殊
7915,7,いりまめにはな,炒り豆に花,ありえないことが起こるたとえ。,名詞
7916,7,いれかえられる,入れ替えられる,入れ替えることができる。,動詞
7917,7,いわくらともみ,岩倉具視,政治家。幕末に公武合体論を唱える。,名詞
7918,7,インカていこく,―帝国,かって案米にあった、高い文明を持つ国。,特殊
7919,7,インカムゲイン,income gain,配当や利子による収入。,名詞
7920,7,インキュベータ,incubator,若い企業の援助をする期間。,名詞
7921,7,いんぎんぶれい,慇懃無礼さ,うわべと逆に、内心は見下しているさま。,形容動詞
7922,7,いんしゅうてき,因習的・因襲的,昔からの習わしに、とらわれるさま。,形容動詞
7923,7,いんしょうてき,印象的,強い印象を与える性質を持つさま。,形容動詞
7924,7,いんしょうづけ,印象付ける,印象を与えること。,動詞
7925,7,いんしょくてん,飲食店,客に食事を出す店。,名詞
7926,7,いんしょくぶつ,飲食物,飲み物と、食べ物。,名詞
7927,7,インスパイアー,inspire,活動の元となる、思想などを与えること。,名詞
7928,7,インジゴブルー,indigo blue,デニムのジーンズのような紺色。,名詞
7929,7,いんじゅをとく,印綬を解く,官職を辞任する。,名詞
7930,7,いんたいじあい,引退試合,引退する選手の、最後の試合。,名詞
7931,7,インタビュアー,interviewer,インタビューをする人。,名詞
7932,7,インタプリター,interpreter,機械語に変換して実行するプログラム。,名詞
7933,7,インターカット,intercut,テレビなどで、一時的に挿入するカット。,名詞
7934,7,インターカラー,Intercolor,国際流行色委員会。本部はパリ。,名詞
7935,7,インターセクト,intersect,交差すること。,名詞
7936,7,インターセプト,intercept,球技で、相手のパスした球をうばうこと。,名詞
7937,7,インターネット,internet,コンピューターの世界的なネットワーク。,名詞
7938,7,インターフェア,interfere,相手のプレーを妨害する反則。,名詞
7939,7,インターフォン,interphone,屋内の連絡などに使う、有線通話装置。,名詞
7940,7,インターバンク,interbank,銀行同士の外国為替取引。,名詞
7941,7,インタープリタ,interpreter,機械語に変換して実行するプログラム。,名詞
7942,7,インターポール,Interpol,国際刑事警察機構。,名詞
7943,7,インターラプト,interrupt,中断して別のプログラムを実行すること。,名詞
7944,7,インタールード,interlude,間奏曲。,名詞
7945,7,インターレース,interlace,１本おきの走査線で映像を表現する方式。,名詞
7946,7,インテルサット,INTERSAT,国際電気通信衛星機構。,名詞
7947,7,イントラネット,intranet,企業内だけで使えるネットワーク。,名詞
7948,7,イントロクイズ,intro quiz,イントロを聴き、曲名を当てるクイズ。,名詞
7949,7,インディアンし,―紙,辞書などに用いる、うすい印刷用紙。,特殊
7950,7,インディアンざ,―座,星座の一つ。,特殊
7951,7,インディカまい,―米,米の品種。粒が細長い。,特殊
7952,7,インドくじゃく,―孔雀,クジャクの一種。インドなどに生息。,特殊
7953,7,インドネシアご,―語,マレー語。インドネシアの公用語。,特殊
7954,7,インドネシヤご,―語,マレー語。インドネシアの公用語。,特殊
7955,7,インナーウェア,inner wear,下着。肌着。,名詞
7956,7,インナーシティ,inner city,大都市の中心の地域。,名詞
7957,7,インナーベルト,inner belt,ズボンなどの内側につける、すべり止め。,名詞
7958,7,インナーライフ,inner life,精神的なものに価値を見いだす生活。,名詞
7959,7,インフィニティ,infinity,無限大。,名詞
7960,7,インフィールド,infield,野球で、内野。,名詞
7961,7,インフォーマー,informer,情報を提供する人。,名詞
7962,7,インフォーマル,informal,非公式。略式。,名詞
7963,7,イーシャンテン,一向聴,麻雀で、あと１枚でテンパイになる状態。,副詞
7964,7,イースターとう,―島,モアイ像で知られる、太平洋の孤島。,特殊
7965,7,イーストエンド,East End,イギリスのロンドン東部の地区。,名詞
7966,7,イーストサイド,East Side,ニューヨークのマンハッタンの東部の地区。,名詞
7967,7,イージーオール,easy all,ボート競技で、こぐのをやめる合図。,名詞
7968,7,イージーコート,easy caot,ゆったりとした、室内用の衣服。,名詞
7969,7,イージーチェア,easy chair,ひじかけがある、休息用のいす。,名詞
7970,7,イージーパンツ,easy pants,デザインに遊び心があるジーンズ。,名詞
7971,7,イージーボール,easy ball,ビリヤードで、当てやすい三角形の並び。,名詞
7972,7,イージーメイド,easy made,注文服と既製服の中間の仕立て方。,名詞
7973,7,イージーメード,easy made,注文服と既製服の中間の仕立て方。,名詞
7974,7,イートンカラー,Eton collar,白くて垂れが長い、子供服などのえり。,名詞
7975,8,いあくじょうそう,帷幄上奏,軍事的な事項を、じかに上奏したこと。,名詞
7976,8,いいくるめられる,言い包められる,口先でごまかされる。,動詞
7977,8,いいたいほうだい,言いたい放題,言いたいことを、好き勝手に言うこと。,名詞
7978,8,いいなりほうだい,言い成り放題,言うとおりにすること。,名詞
7979,8,いいのがれられる,言い逃れられる,言いのがれることができる。,動詞
7980,8,いいふくめられる,言い含められる,説明を受けて、納得させられる。,動詞
7981,8,いうにことかいて,言うに事欠いて,言わなくてもいいことを、わあわざ言って。,動詞
7982,8,いえけいらーめん,家系拉麺,横浜発祥の、とんこつ醤油のラーメン。,名詞
7983,8,イエローオーカー,yellow ochre,茶色っぽい黄色。,名詞
7984,8,イエローグリーン,yellow-green,黄緑色。,名詞
7985,8,イエローストーン,Yellowstone,ロッキー山脈にある、世界初の国立公園。,名詞
7986,8,イエローフラッグ,yellow flag,レースで、危険を知らせる黄色の旗。,名詞
7987,8,イエローペーパー,yellow paper,扇情的な報道をする新聞。,名詞
7988,8,イオンかけいこう,―化傾向,金属が、陽イオンになる性質の度合い。,特殊
7989,8,イオンけっしょう,―結晶,陽イオンと陰イオンが結合した結晶。,特殊
7990,8,いきあいとうずる,意気相投ずる,意気投合する。,名詞
7991,8,いきがけのだちん,行き掛けの駄賃,ついでに、ちょっとした他の仕事をする。,名詞
7992,8,いきのねをとめる,息の根を止める,命をうばう。,名詞
7993,8,いきょくどうこう,異曲同工,見た目は違うが、中身が同じであること。,名詞
7994,8,いきをはずませる,息を弾ませる,はげしい息づかいをする。,名詞
7995,8,いきをふきかえす,息を吹き返す,生き返る。,名詞
7996,8,イクチオサウルス,Ichtyosaurus,ジュラ紀に栄えたは虫類。イルカに似る。,名詞
7997,8,イクラしゃけどん,―鮭丼,イクラとサケをのせた、どんぶりめし。,特殊
7998,8,いけしゃあしゃあ,いけしゃあしゃあ,憎らしいほど、平然としているさま。,副詞
7999,8,いけずうずうしい,いけ図図しい,憎らしいほど、ずうずうしい。,形容詞
8000,8,いこくじょうしよ,異国情緒,外国で感じる雰囲気。エキゾチシズム。,名詞
8001,8,いこくじょうちょ,異国情緒,外国で感じる雰囲気。エキゾチシズム。,名詞
8002,8,いがんたいしょく,依願退職,願い出による辞職。,名詞
8003,8,イギリスかくめい,―革命,ピューリタン革命と名誉革命。,特殊
8004,8,いごんしょうしょ,遺言証書,遺言を記した書面。,名詞
8005,8,いしかりしちょう,石狩市庁,北海道の支庁の一つ。,名詞
8006,8,いしかわごえもん,石川五右衛門,安土桃球時代の、伝説的な盗賊。,名詞
8007,8,いしかわたくぼく,石川啄木,歌人。歌集『一握の砂』『悲しき玩具』。,名詞
8008,8,いしやきビビンバ,石焼き―,石鍋で作る、朝鮮風の混ぜご飯。,名詞
8009,8,いしやきビビンパ,石焼き―,石鍋で作る、朝鮮風の混ぜご飯。,名詞
8010,8,いしょうこうこく,意匠広告,図案を主体とした、新聞などの広告。,名詞
8011,8,いしょうとうろく,意匠登録,特許庁の意匠原簿への、意匠の登録。,名詞
8012,8,いしょくどうげん,医食同源,治療と食事は、源が同じであること。,名詞
8013,8,イスパニオラとう,―島,西インド諸島の島。,特殊
8014,8,イスラムきょうと,―教徒,イスラム教を信仰する人。,特殊
8015,8,イソホものがたり,伊曾保物語,イソップ物語を、日本で翻訳した本。,名詞
8016,8,いざなぎのみこと,伊弉諾尊,日本神話で、日本を創った男の神。,名詞
8017,8,いざなみのみこと,伊弉冉尊,日本神話で、日本を創った女の神。,名詞
8018,8,いじくりまわせる,弄くり回せる,いじくり回すことができる。,動詞
8019,8,いじょうきしょう,異常気象,３０年以上見られない、まれな気象現象。,名詞
8020,8,いずみさんみゃく,和泉山脈,大阪・和歌山の境にある山脈。,名詞
8021,8,いたがきたいすけ,板垣退助,明治の政治家。自由民権運動の指導者。,名詞
8022,8,いたずらはんぶん,悪戯半分,いいかげんな気持ちで、物事を行うこと。,名詞
8023,8,いためつけられる,痛め付けられる,痛い目にあわせられる。,動詞
8024,8,イタリアコーヒー,Italia coffee,エスプレッソのコーヒー。,名詞
8025,8,イタリアはんとう,―半島,地中海に突き出た、長靴の形の半島。,特殊
8026,8,イタリアりょうり,―料理,パスタなど、イタリアの料理。,特殊
8027,8,イタリアンカット,Italian cut,イタリア調の、靴のカッティング。,名詞
8028,8,イタリアンカラー,Italian collar,先が角になった、Ｖネックのえりの一種。,名詞
8029,8,イタリアンカラー,Italian color,イタリア国旗の赤・緑・白の配色。,名詞
8030,8,イタリアンクロス,Italian cloth,木綿と毛を使った生地の一種。,名詞
8031,8,イタリアンシルク,Italian silk,ネクタイなどに用いる、絹の生地。,名詞
8032,8,イタリアンネック,Italian neck,先が角になった、Ｖネックのえりの一種。,名詞
8033,8,イタリアンパセリ,Italian parsley,強い香りをもつ、パセリの品種。,名詞
8034,8,イタリヤはんとう,―半島,地中海に突き出た、長靴の形の半島。,特殊
8035,8,イタリヤりょうり,―料理,パスタなど、イタリアの料理。,特殊
8036,8,イタリーはんとう,―半島,地中海に突き出た、長靴の形の半島。,特殊
8037,8,イタリーりょうり,―料理,パスタなど、イタリアの料理。,特殊
8038,8,いたれりつくせり,至れり尽くせり,心づかいなどが、よく行き届いている。,形容動詞
8039,8,いちえんきぎょう,一円企業,資本金１円での企業。,名詞
8040,8,いちぎにおよばず,一義に及ばず,議論をするまでもない。,名詞
8041,8,いちげいにゅうし,一芸入試,すぐれた特技を審査対象とする入試制度。,名詞
8042,8,いちげんいっこう,一言一行,ひとつの言葉とひとつの行い。,名詞
8043,8,いちじエネルギー,一次―,石油など、加工せず使えるエネルギー。,名詞
8044,8,いちじさんぎょう,一次産業,農業など、自然に直接関わる産業。,名詞
8045,8,いちじつのちょう,一日の長,人より、少しだけすぐれていること。,名詞
8046,8,いちぞくろうとう,一族郎党,一族の全員。,名詞
8047,8,いちだいけつしん,一大決心,大きな決心。,名詞
8048,8,いちだいとしより,一代年寄,大相撲で、一代限りの年寄株。,名詞
8049,8,いちだんかつよう,一段活用,動詞の上一段活用と下一段活用。,副詞
8050,8,いちどくさんたん,一読三嘆,一度読んで、何度も感心をすること。,名詞
8051,8,いちにちいちぜん,一日一善,一日に一つ、よい行いをすること。,名詞
8052,8,いちにちのちょう,一日の長,人より、少しだけすぐれていること。,名詞
8053,8,いちににおよばず,一ニに及ばず,くわしくは述べない。,名詞
8054,8,いちにんとうせん,一人当千,一人で千人分ぐらいの力があること。,名詞
8055,8,いちにんとうぜん,一人当千,一人で千人分ぐらいの力があること。,名詞
8056,8,いちのうらはろく,一の裏は六,悪いことの後には、よい事がある。,名詞
8057,8,いちにをあらそう,一ニを争う,首位をあらそう。,名詞
8058,8,いちひめにたろう,一姫二太郎,最初の子どもは女、次は男が理想である。,名詞
8059,8,いちばんアイアン,１番―,ゴルフクラブの一種。,名詞
8060,8,いちばんしょうぶ,一番勝負,一度だけで決める勝負。,副詞
8061,8,いちぶんをさばく,一分を捌く,身の振り方を、自分で処理する。,名詞
8062,8,いちぼくいっそう,一木一草,一本の木と、一本の草。,名詞
8063,8,いちまいかんばん,一枚看板,団体の中心となる人物。,名詞
8064,8,いちまんえんさつ,一万円札,一万円の紙幣。肖像は福沢諭吉。,名詞
8065,8,いちまんてんぼう,一万点棒,麻雀で、、一万点をあらわす点棒。,名詞
8066,8,いちもんいっとう,一問一答,質問と答えを、くり返すこと。,名詞
8067,8,いちもんじちょう,一文字蝶,昆虫のチョウの一種。白い斑が並ぶ。,名詞
8068,8,いちようらいふく,一陽来復,春がくること。新年になること。,名詞
8069,8,いちろくぎんこう,一六銀行,質屋。１と６を足して７になることから。,名詞
8070,8,いっかくせんきん,一獲千金・一攫千金,いちどに大金をもうけること。,名詞
8071,8,いっかくじゅうざ,一角獣座,星座の一つ。ばら星雲がある。,名詞
8072,8,いっかんさぎょう,一貫作業,製造のすべての工程を連続して行うこと。,名詞
8073,8,いっかんのおわり,一巻の終わり,すべてが終わること。,名詞
8074,8,いっきくのなみだ,一掬の涙,わずかな涙。多くの涙。,名詞
8075,8,いっきゅうかせん,一級河川,国が管理する、特に重要な河川。,名詞
8076,8,いっきょいちどう,一挙一動,ひとつひとつの動作。,名詞
8077,8,いつくしみぶかい,慈しみ深い,かわいがる気持ちが強い。,名詞
8078,8,いつくしみぶかさ,慈しみ深さ,かわいがる気持ちが強いこと。,動詞
8079,8,いっこういってい,一高一低,高くなったり、低くなったりすること。,名詞
8080,8,いっこくせんきん,一刻千金,楽しい時間が、すぐ過ぎるのを惜しむ語。,名詞
8081,8,いっさいうじょう,一切有情,この世に生きる、すべてのもの。,名詞
8082,8,いっさいがっさい,一切合切・一切合財,すべて。ぜんぶ。,副詞
8083,8,いっさくさくじつ,一作作日,さきおととい。３日前。,名詞
8084,8,いっさくさくねん,一作昨年,さきおととし。３年前。,名詞
8085,8,いっさつたしょう,一殺多生,一つの命と引きかえに、多くの命を救う。,名詞
8086,8,いっさんかたんそ,一酸化炭素,不完全燃焼によって出る、有毒な気体。,名詞
8087,8,いっさんかちっそ,一酸化窒素,硝酸の原料となる、無色の気体。,名詞
8088,8,いっさんかなまり,一酸化鉛,鉛の酸化物。,名詞
8089,8,いっさんをはくす,一粲を博す,笑いぐさになる。,名詞
8090,8,いっしょうにふす,一笑に付す,笑って、相手にしない。,名詞
8091,8,いっしょうをかう,一笑を買う,笑いものになる。,名詞
8092,8,いっしょけんめい,一生懸命,全力で、ものごとをおこなうさま。,名詞
8093,8,いっしょふじゅう,一所不住,決まった場所に住み着かないこと。,名詞
8094,8,いっしをむくいる,一矢を報いる,相手の攻撃に対して、反撃をする。,名詞
8095,8,いっしんいったい,一進一退,ものごとが、なかなか進まないこと。,名詞
8096,8,いっしんどうたい,一心同体,多くの人が、強く結びつくこと。,名詞
8097,8,いっせいいちだい,一世一代,一生に一度であること。,名詞
8098,8,いっせきうかがう,一席伺う,人前で、話をする。,名詞
8099,8,いっせきにちょう,一石二鳥,一つの行動で、２つの利益を得ること。,名詞
8100,8,いっせきもうける,一席設ける,宴会の用意をする。,名詞
8101,8,いっせつたしょう,一殺多生,一つの命と引きかえに、多くの命を救う。,名詞
8102,8,いっそういちもく,一草一木,一本の草と、一本の木。,名詞
8103,8,いったいぜんたい,一体全体,疑う気持ちを強めることば。,副詞
8104,8,いっちょういっし,一張一弛,時には厳しく、時には寛大に扱うこと。,名詞
8105,8,いってらっしゃい,行ってらっしゃい,出発する人へのあいさつ。,動詞
8106,8,いってんいっかく,一点一角,漢字の、１つの点と１つの線。,名詞
8107,8,いっとうちをぬく,一頭地を抜く,他よりも、いちだんとすぐれている。,名詞
8108,8,いっとくいっしつ,一得一失,利益も損失もあること。,名詞
8109,8,いっぱいいっぱい,一杯一杯,限界であること。ぎりぎり。,形容動詞
8110,8,いっぱんかいけい,一般会計,一般の歳入と歳出を経理する国の会計。,名詞
8111,8,いっぱつしょうぶ,一発勝負,一度きりの大勝負。,副詞
8112,8,いっぱんせんきょ,一般選挙,地方議会の議員を選ぶ選挙。　,名詞
8113,8,いっぴきおおかみ,一匹狼,団体に属さず、ひとりで行動する人。,名詞
8114,8,いっぴんりょうり,一品料理,注文に応じて出される料理。,名詞
8115,8,いっぷんしょうぎ,一分将棋,プロの将棋で持ち時間を使いきった勝負。,名詞
8116,8,いっぽうつうこう,一方通行,道路の通行が、一方向しかできないこと。,名詞
8117,8,いっぽんしょうぶ,一本勝負,１回の勝負で勝者を決める形式。,名詞
8118,8,いっぽんちょうし,一本調子,話し方などに、変化がないこと。,形容動詞
8119,8,いっぽんとられる,一本取られる,相手に、うまくやられてしまう。,名詞
8120,8,いっぽんぢょうし,一本調子,話し方などに、変化がないこと。,形容動詞
8121,8,いとしまはんとう,糸島半島,福岡県北西部の半島。,名詞
8122,8,いとひきなっとう,糸引き納豆,大豆を納豆菌で発酵させて作る納豆。,名詞
8123,8,イデオロギッシュ,ideologisch,観念的。思想的。,名詞
8124,8,いでんしかいせき,遺伝子解析,＊＊＊,名詞
8125,8,いでんしくみかえ,遺伝子組み換え,他の生物のＤＮＡと組みかえる操作。,名詞
8126,8,いでんしこうがく,遺伝子工学,遺伝子に関する技術を研究する学問。,名詞
8127,8,いでんしちりょう,遺伝子治療,遺伝子の組みかえなどによる治療。,名詞
8128,8,いどうとしょかん,移動図書館,自動車に本を積んだ、移動する図書館。,名詞
8129,8,いないいないばあ,いないいないばあ,赤ちゃんをあやすことば。,感動詞
8130,8,いなおりごうとう,居直り強盗,見つけられた泥棒が、強盗に変わること。,名詞
8131,8,いなずまよこばい,稲妻横這,ヨコバイ科の昆虫。イネの害虫。,名詞
8132,8,イニシアルフィー,initial fee,頭金。,名詞
8133,8,イニシエーション,initiation,成人式など、集団に入るための儀式。,名詞
8134,8,イニシャルフィー,initial fee,頭金。,名詞
8135,8,いのちのせんたく,命の洗濯,苦労から開放され、のんびり楽しむこと。,名詞
8136,8,いのちをあずける,命を預ける,生きるか死ぬかを、他人にたくす。,名詞
8137,8,いのちをささげる,命を捧げる,他人のために、命をさし出す。,名詞
8138,8,いのちをなげだす,命を投げ出す,死ぬ覚悟をもって、物事をおこなう。,名詞
8139,8,いのなかのかわず,井の中の蛙,考えがせまく、広い世間を知らない人。,名詞
8140,8,いへんみたびたつ,韋編三度絶つ,本を何度も、くり返して読む。,名詞
8141,8,いほうちゅうしゃ,違法駐車,禁止された場所で、駐車すること。,名詞
8142,8,いばらのかんむり,茨の冠,イバラで作った冠。受難のたとえ。,名詞
8143,8,いびしゃあなぐま,居飛車穴熊,将棋で、居飛車で穴熊囲いをする戦法。,名詞
8144,8,いぶすきおんせん,指宿温泉,砂風呂で有名な、鹿児島県指宿市の温泉。,名詞
8145,8,イブニングコート,evening coat,燕尾服。,名詞
8146,8,イブニングガウン,evening gown,イブニングドレスの上に着るガウン。,名詞
8147,8,イブニングドレス,evening dress,夜会に着用する、洋式の礼服。,名詞
8148,8,イブニングバッグ,evening bag,夜会用のハンドバッグ。,名詞
8149,8,イベリアはんとう,―半島,ヨーロッパ南西端の半島。,特殊
8150,8,イベリヤはんとう,―半島,ヨーロッパ南西端の半島。イベリア半島。,特殊
8151,8,いまがわよしもと,今川義元,戦国時代の武将。桶狭間で信長に敗れる。,名詞
8152,8,イマジネーション,imagination,想像力。,名詞
8153,8,イミグレーション,immigration,移住。出入国管理。,名詞
8154,8,イメージこうこく,―広告,印象の向上を目的にした、情緒的な広告。,特殊
8155,8,イメージサーベイ,image survey,商品などに対するイメージ調査。,名詞
8156,8,イメージスキャナ,image scanner,絵や写真を、パソコンに取り込む装置。,名詞
8157,8,イメージせんきょ,―選挙,イメージ作りを重視した選挙運動。,特殊
8158,8,イメージチェンジ,image change,外見を変えて、違った印象を与えること。,名詞
8159,8,イメージちょうさ,―調査,商品などに対するイメージ調査。,特殊
8160,8,イメージプリンタ,image printer,画像のファイルを印刷するプリンター。,名詞
8161,8,いもしょうちゅう,芋焼酎,サツマイモを主原料にした焼酎。,名詞
8162,8,いもじょうちゅう,芋焼酎,サツマイモを主原料にした焼酎。,名詞
8163,8,いもをあらうよう,芋を洗う様,人が多く、とても混んでいるさま。,名詞
8164,8,いやくぶがいひん,医薬部外品,医薬品に準ずる薬品。,名詞
8165,8,いやくぶんぎょう,医薬分業,医師と薬剤師の分業を定めた制度。,名詞
8166,8,いやでもおうでも,否でも応でも,ぜひとも。無理にでも。,副詞
8167,8,いやみったらしい,嫌みったらしい,いかにも、いやな感じである。,形容詞
8168,8,いやみったらしさ,嫌みったらしさ,いかにも、いやな感じであること。,形容詞
8169,8,いらかをあらそう,甍を争う,多くの家が、立ち並ぶ。,名詞
8170,8,いらかをならべる,甍を並べる,多くの家が、立ち並ぶ。,名詞
8171,8,イラストレーター,illustrator,イラストを描く人。,名詞
8172,8,いらっしゃいませ,いらっしゃいませ,お客様をむかえる時のあいさつ。,動詞
8173,8,イルミネーション,illumination,電飾。,名詞
8174,8,いわさきやたろう,岩崎弥太郎,明治時代の実業家。三菱財閥の創始者。,名詞
8175,8,いわじゅくいせき,岩宿遺跡,群馬県にある、旧石器時代の遺跡。,名詞
8176,8,いんいんめつめつ,陰陰滅滅,暗い気分であるさま。,形容動詞
8177,8,インキュナビュラ,incunabula,活版印刷が発明された当時の書物。,名詞
8178,8,インキュベーター,incubator,若い企業の援助をする期間。,名詞
8179,8,いんぎんぶれいさ,慇懃無礼さ,うわべと逆に、内心は見下していること。,形容動詞
8180,8,インサイドエッジ,inside edge,スキーなどで、足の親指側のエッジ。,名詞
8181,8,インサイドキック,inside kick,サッカーで、足の内側でけること。,名詞
8182,8,インサイドベルト,inside belt,ズボンなどの内側につける、すべり止め。,名詞
8183,8,インサイドワーク,inside work,野球で、捕手などの頭脳的なプレー。,名詞
8184,8,いんさつメディア,印刷―,新聞や雑誌など、印刷によるメディア。,名詞
8185,8,インシュアランス,insurance,保険。保険金。,名詞
8186,8,いんしゅうんてん,飲酒運転,酒を飲んで、車の運転をすること。,名詞
8187,8,いんしょうしゅぎ,印象主義,印象をそのまま作品に表す、芸術の方法。,名詞
8188,8,いんしょうづける,印象付ける,印象を与える。,動詞
8189,8,いんしょうぶかい,印象深い,強く印象に残っている。,形容詞
8190,8,いんしょうぶかげ,印象深げ,印象深い感じ。,形容詞
8191,8,いんしょうぶかさ,印象深さ,印象深い程度。,形容詞
8192,8,いんすうぶんかい,因数分解,ある整数を、整数の積の形にすること。,名詞
8193,8,インスタントめん,―麺,調理が簡単なように加工された、めん。,特殊
8194,8,インスチチュート,institute,協会。専門学校。研究所。,名詞
8195,8,インスチテュート,institute,協会。専門学校。研究所。,名詞
8196,8,インスツルメント,instrument,道具。計器。インストルメント。,名詞
8197,8,インストアライブ,in store live,宣伝として行う、店内でのライブ演奏。,名詞
8198,8,インストラクター,instructor,スキーなどの、指導員。,名詞
8199,8,インストルメント,instrument,道具。計器。,名詞
8200,8,インジアナしゅう,―州,アメリカ中部の州。,特殊
8201,8,インジアナポリス,Indianapolis,自動車レースで有名なアメリカの都市。,名詞
8202,8,いんぜいせいかつ,印税生活,印税の収入による、裕福な生活。,名詞
8203,8,インタビューアー,interviewer,インタビューをする人。,名詞
8204,8,インタラクティブ,interactive,双方向式の。,名詞
8205,8,インタレーシング,interlacing,１本おきの走査線で映像を表現すること。,名詞
8206,8,インターカレッジ,intercollege,大学対抗の競技大会。,名詞
8207,8,インタークーラー,intercooler,車などの内燃機関の冷却装置。,名詞
8208,8,インターチェンジ,interchange,高速道路の立体交差。,名詞
8209,8,インターフェイス,interface,人間がコンピューターを扱うための装置。,名詞
8210,8,インターフェロン,interferon,ウイルスを抑制する体内物質。,名詞
8211,8,インターフェース,interface,人間がコンピューターを扱うための装置。,名詞
8212,8,インタービューア,interviewer,インタビューをする人。,名詞
8213,8,インタープリター,interpreter,機械語に変換して実行するプログラム。,名詞
8214,8,インターメッツオ,inntermezzo,間奏曲。,名詞
8215,8,インターメディア,intermedia,さまざまなメディアを通した複合芸術。,名詞
8216,8,インターンシップ,internship,学生が企業内で体験する制度。,名詞
8217,8,インテリアグッズ,interior goods,室内を装飾する商品。,名詞
8218,8,インテリゲンチャ,intelligentsiya,知識人。,名詞
8219,8,インテリジェンス,intelligence,知識。,名詞
8220,8,インテリジェント,intelligent,知性があるさま。,名詞
8221,8,インテリヤグッズ,interior goods,室内を装飾する商品。,名詞
8222,8,インテルメッツオ,inntermezzo,間奏曲。,名詞
8223,8,イントネーション,intonation,話すことの調子。抑揚。,名詞
8224,8,イントロデュース,introduce,紹介。発表。,名詞
8225,8,インダストリアル,industrial,工業の。,名詞
8226,8,インダスぶんめい,―文明,インダス川流域に栄えた古代文明。,特殊
8227,8,インデアナポリス,Indianapolis,自動車レースで有名なアメリカの都市。,名詞
8228,8,インディケーター,indicator,温度や圧力などを示す計器。,名詞
8229,8,インディごひゃく,Indy 500,伝統がある、米国の有名な自動車レース。,名詞
8230,8,インディゴブルー,indigo blue,デニムのジーンズのような紺色。,名詞
8231,8,インデペンダント,independant,独立系のプロダクション。,名詞
8232,8,インデペンデンス,independence,独立。,名詞
8233,8,インデペンデント,independent,独立していること。,名詞
8234,8,インドアスポーツ,indoor sports,屋内でおこなうスポーツ。,名詞
8235,8,インドあたいりく,―亜大陸,インド半島。アジア南部の半島。,特殊
8236,8,インドアホッケー,indoor hockey,屋内で行う、ホッケーに似た球技。,名詞
8237,8,インドアーコート,indoor court,屋内の競技場。,名詞
8238,8,インドアーゲーム,indoor game,屋内競技。,名詞
8239,8,インドアーゴルフ,indoor golf,屋内にあるゴルフ練習場。,名詞
8240,8,インドアーテニス,indoor tennis,屋内でおこなうテニス。,名詞
8241,8,インドアープール,indoor pool,屋内にあるプール。,名詞
8242,8,インドアーリンク,indoor rink,屋内にあるスケート場。,名詞
8243,8,いんどうをわたす,引導を渡す,＊＊＊,名詞
8244,8,インドネシアじん,―人,インドネシアの国籍を持つ人。,特殊
8245,8,インドネシヤじん,―人,インドネシアの国籍を持つ人。,特殊
8246,8,インドぼだいじゅ,―菩提樹,クワ科の常緑高木。インド原産。,特殊
8247,8,インドりょうりや,―料理屋,インド料理を食べさせる店。,特殊
8248,8,いんないかんせん,院内感染,病院の中で感染すること。,名詞
8249,8,インナーウェアー,inner wear,下着。肌着。,名詞
8250,8,インナーサークル,inner circle,集団の中の、小さい集団。,名詞
8251,8,インナーシティー,inner city,大都市の中心の地域。,名詞
8252,8,インナースペース,inner space,海面より下の世界。,名詞
8253,8,インナーワールド,inner world,精神の世界。,名詞
